A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,42508.04167,2016,5,18,1,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.08333,2016,5,18,2,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.125,2016,5,18,3,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.16667,2016,5,18,4,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.20833,2016,5,18,5,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.25,2016,5,18,6,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.29167,2016,5,18,7,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.33333,2016,5,18,8,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.375,2016,5,18,9,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.41667,2016,5,18,10,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.45833,2016,5,18,11,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.5,2016,5,18,12,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.54167,2016,5,18,13,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.58333,2016,5,18,14,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.625,2016,5,18,15,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.66667,2016,5,18,16,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.70833,2016,5,18,17,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.75,2016,5,18,18,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.79167,2016,5,18,19,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.83333,2016,5,18,20,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.875,2016,5,18,21,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.91667,2016,5,18,22,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,42508.95833,2016,5,18,23,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509,2016,5,19,0,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.04167,2016,5,19,1,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.08333,2016,5,19,2,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.125,2016,5,19,3,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.16667,2016,5,19,4,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.20833,2016,5,19,5,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.25,2016,5,19,6,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.29167,2016,5,19,7,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.33333,2016,5,19,8,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.375,2016,5,19,9,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.41667,2016,5,19,10,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.45833,2016,5,19,11,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.5,2016,5,19,12,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.54167,2016,5,19,13,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.58333,2016,5,19,14,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.625,2016,5,19,15,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.66667,2016,5,19,16,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.70833,2016,5,19,17,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.75,2016,5,19,18,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.79167,2016,5,19,19,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.83333,2016,5,19,20,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.875,2016,5,19,21,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.91667,2016,5,19,22,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,42509.95833,2016,5,19,23,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510,2016,5,20,0,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.04167,2016,5,20,1,117,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.08333,2016,5,20,2,112,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.125,2016,5,20,3,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.16667,2016,5,20,4,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.20833,2016,5,20,5,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.25,2016,5,20,6,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.29167,2016,5,20,7,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.33333,2016,5,20,8,108,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.375,2016,5,20,9,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.41667,2016,5,20,10,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.45833,2016,5,20,11,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.5,2016,5,20,12,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.54167,2016,5,20,13,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.58333,2016,5,20,14,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.625,2016,5,20,15,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.66667,2016,5,20,16,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.70833,2016,5,20,17,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.75,2016,5,20,18,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.79167,2016,5,20,19,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.83333,2016,5,20,20,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.875,2016,5,20,21,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.91667,2016,5,20,22,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,42510.95833,2016,5,20,23,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511,2016,5,21,0,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.04167,2016,5,21,1,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.08333,2016,5,21,2,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.125,2016,5,21,3,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.16667,2016,5,21,4,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.20833,2016,5,21,5,97,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.25,2016,5,21,6,97,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.29167,2016,5,21,7,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.33333,2016,5,21,8,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.375,2016,5,21,9,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.41667,2016,5,21,10,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.45833,2016,5,21,11,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.5,2016,5,21,12,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.54167,2016,5,21,13,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,42511.58333,2016,5,21,14,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.625,2016,5,21,15,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.66667,2016,5,21,16,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.70833,2016,5,21,17,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.75,2016,5,21,18,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.79167,2016,5,21,19,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.83333,2016,5,21,20,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.875,2016,5,21,21,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.91667,2016,5,21,22,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,42511.95833,2016,5,21,23,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512,2016,5,22,0,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.04167,2016,5,22,1,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.08333,2016,5,22,2,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.125,2016,5,22,3,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.16667,2016,5,22,4,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.20833,2016,5,22,5,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.25,2016,5,22,6,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.29167,2016,5,22,7,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.33333,2016,5,22,8,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.375,2016,5,22,9,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.41667,2016,5,22,10,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.45833,2016,5,22,11,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.5,2016,5,22,12,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.54167,2016,5,22,13,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.58333,2016,5,22,14,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.625,2016,5,22,15,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.66667,2016,5,22,16,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.70833,2016,5,22,17,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.75,2016,5,22,18,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.79167,2016,5,22,19,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.83333,2016,5,22,20,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.875,2016,5,22,21,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.91667,2016,5,22,22,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,42512.95833,2016,5,22,23,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513,2016,5,23,0,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,42513.04167,2016,5,23,1,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.08333,2016,5,23,2,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.125,2016,5,23,3,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.16667,2016,5,23,4,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.20833,2016,5,23,5,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.25,2016,5,23,6,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.29167,2016,5,23,7,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.33333,2016,5,23,8,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.375,2016,5,23,9,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.41667,2016,5,23,10,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.45833,2016,5,23,11,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.5,2016,5,23,12,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.54167,2016,5,23,13,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.58333,2016,5,23,14,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.625,2016,5,23,15,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.66667,2016,5,23,16,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.70833,2016,5,23,17,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.75,2016,5,23,18,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.79167,2016,5,23,19,3,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.83333,2016,5,23,20,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.875,2016,5,23,21,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42513.91667,2016,5,23,22,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,42513.95833,2016,5,23,23,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514,2016,5,24,0,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.04167,2016,5,24,1,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.08333,2016,5,24,2,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.125,2016,5,24,3,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.16667,2016,5,24,4,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.20833,2016,5,24,5,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.25,2016,5,24,6,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.29167,2016,5,24,7,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.33333,2016,5,24,8,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.375,2016,5,24,9,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.41667,2016,5,24,10,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.45833,2016,5,24,11,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.5,2016,5,24,12,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.54167,2016,5,24,13,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.58333,2016,5,24,14,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.625,2016,5,24,15,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.66667,2016,5,24,16,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.70833,2016,5,24,17,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.75,2016,5,24,18,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.79167,2016,5,24,19,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.83333,2016,5,24,20,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.875,2016,5,24,21,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.91667,2016,5,24,22,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42514.95833,2016,5,24,23,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515,2016,5,25,0,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.04167,2016,5,25,1,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.08333,2016,5,25,2,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.125,2016,5,25,3,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.16667,2016,5,25,4,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.20833,2016,5,25,5,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.25,2016,5,25,6,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.29167,2016,5,25,7,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.33333,2016,5,25,8,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.375,2016,5,25,9,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.41667,2016,5,25,10,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.45833,2016,5,25,11,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.5,2016,5,25,12,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.54167,2016,5,25,13,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.58333,2016,5,25,14,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.625,2016,5,25,15,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.66667,2016,5,25,16,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.70833,2016,5,25,17,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.75,2016,5,25,18,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.79167,2016,5,25,19,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.83333,2016,5,25,20,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.875,2016,5,25,21,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.91667,2016,5,25,22,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,42515.95833,2016,5,25,23,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516,2016,5,26,0,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.04167,2016,5,26,1,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.08333,2016,5,26,2,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.125,2016,5,26,3,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.16667,2016,5,26,4,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.20833,2016,5,26,5,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.25,2016,5,26,6,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.29167,2016,5,26,7,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.33333,2016,5,26,8,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.375,2016,5,26,9,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.41667,2016,5,26,10,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.45833,2016,5,26,11,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.5,2016,5,26,12,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.54167,2016,5,26,13,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.58333,2016,5,26,14,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.625,2016,5,26,15,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.66667,2016,5,26,16,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.70833,2016,5,26,17,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.75,2016,5,26,18,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.79167,2016,5,26,19,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.83333,2016,5,26,20,271,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.875,2016,5,26,21,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.91667,2016,5,26,22,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,42516.95833,2016,5,26,23,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517,2016,5,27,0,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.04167,2016,5,27,1,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.08333,2016,5,27,2,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.125,2016,5,27,3,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.16667,2016,5,27,4,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.20833,2016,5,27,5,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.25,2016,5,27,6,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.29167,2016,5,27,7,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.33333,2016,5,27,8,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.375,2016,5,27,9,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.41667,2016,5,27,10,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.45833,2016,5,27,11,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.5,2016,5,27,12,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.54167,2016,5,27,13,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.58333,2016,5,27,14,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.625,2016,5,27,15,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.66667,2016,5,27,16,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.70833,2016,5,27,17,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.75,2016,5,27,18,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.79167,2016,5,27,19,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.83333,2016,5,27,20,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.875,2016,5,27,21,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.91667,2016,5,27,22,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,42517.95833,2016,5,27,23,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518,2016,5,28,0,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.04167,2016,5,28,1,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.08333,2016,5,28,2,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.125,2016,5,28,3,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.16667,2016,5,28,4,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.20833,2016,5,28,5,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.25,2016,5,28,6,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.29167,2016,5,28,7,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.33333,2016,5,28,8,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.375,2016,5,28,9,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.41667,2016,5,28,10,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.45833,2016,5,28,11,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.5,2016,5,28,12,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.54167,2016,5,28,13,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.58333,2016,5,28,14,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.625,2016,5,28,15,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.66667,2016,5,28,16,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.70833,2016,5,28,17,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.75,2016,5,28,18,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.79167,2016,5,28,19,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.83333,2016,5,28,20,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.875,2016,5,28,21,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.91667,2016,5,28,22,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,42518.95833,2016,5,28,23,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519,2016,5,29,0,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.04167,2016,5,29,1,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.08333,2016,5,29,2,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.125,2016,5,29,3,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.16667,2016,5,29,4,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.20833,2016,5,29,5,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.25,2016,5,29,6,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.29167,2016,5,29,7,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.33333,2016,5,29,8,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.375,2016,5,29,9,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.41667,2016,5,29,10,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.45833,2016,5,29,11,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.5,2016,5,29,12,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.54167,2016,5,29,13,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.58333,2016,5,29,14,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.625,2016,5,29,15,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.66667,2016,5,29,16,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.70833,2016,5,29,17,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.75,2016,5,29,18,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.79167,2016,5,29,19,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.83333,2016,5,29,20,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.875,2016,5,29,21,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.91667,2016,5,29,22,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,42519.95833,2016,5,29,23,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520,2016,5,30,0,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.04167,2016,5,30,1,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.08333,2016,5,30,2,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.125,2016,5,30,3,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.16667,2016,5,30,4,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.20833,2016,5,30,5,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.25,2016,5,30,6,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.29167,2016,5,30,7,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.33333,2016,5,30,8,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.375,2016,5,30,9,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.41667,2016,5,30,10,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.45833,2016,5,30,11,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.5,2016,5,30,12,113,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.54167,2016,5,30,13,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.58333,2016,5,30,14,118,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.625,2016,5,30,15,119,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.66667,2016,5,30,16,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.70833,2016,5,30,17,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.75,2016,5,30,18,108,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.79167,2016,5,30,19,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.83333,2016,5,30,20,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.875,2016,5,30,21,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.91667,2016,5,30,22,97,µg/m³,1 Hr,Valid
Beijing,PM2.5,42520.95833,2016,5,30,23,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,42521,2016,5,31,0,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,42521.04167,2016,5,31,1,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,42521.08333,2016,5,31,2,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,42521.125,2016,5,31,3,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,42521.16667,2016,5,31,4,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,42521.20833,2016,5,31,5,95,µg/m³,1 Hr,Valid
